Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#harsley_steward_1839> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#sarah_steward_1849> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#houghton_steward_1841> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#elizabeth_steward_1850> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#rebecca_harsley_1793> },isSiblingOf,TRUE,3,4,1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#randall_harsley_1801> },isSiblingOf,TRUE,3,4,1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSisterOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },isSisterOf,TRUE,3,3,1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSisterOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#mary_harsley_1810> },isSiblingOf,TRUE,3,4,1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_harsley_steward_1839-harsley_steward_1839-hasParent-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#john_steward_1802> },hasParent,TRUE,3,3,1hop-family-tree_harsley_steward_1839-harsley_steward_1839-hasParent,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#elizabeth_steward_1850> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#houghton_steward_1841> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_john_steward_1833-john_steward_1833-isChildOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_steward_1833> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },isChildOf,TRUE,3,3,1hop-family-tree_john_steward_1833-john_steward_1833-isChildOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#joseph_steward_1837> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#george_steward_1835> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_sarah_steward_1849-sarah_steward_1849-hasParent-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_steward_1849> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#john_steward_1802> },hasParent,TRUE,3,3,1hop-family-tree_sarah_steward_1849-sarah_steward_1849-hasParent,22.0,1.0,22.0_1.0,train
1hop-family-tree_john_steward_1802-john_steward_1802-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_steward_1802> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_steward_1798> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_john_steward_1802-john_steward_1802-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#john_steward_1833> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#harsley_steward_1839> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#john_steward_1833> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#caroline_steward_1853> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_alfred_steward_1846-alfred_steward_1846-isChildOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_steward_1846> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },isChildOf,TRUE,3,3,1hop-family-tree_alfred_steward_1846-alfred_steward_1846-isChildOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#john_harsley_1791> },isSiblingOf,TRUE,3,4,1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-MC,family-tree,173,13,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,alice_harvey_1895; charlotte_ann_jessop_1865; elma_harvey_1903; ethel_harvey_1888; hilda_harvey_1890; james_jessop_1836; john_henry_harvey; john_jessop_harvey_1892; martha_cotton_1832; mary_eliza_jessop_1863,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_alice_harvey_1895-alice_harvey_1895-hasBrother-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alice_harvey_1895> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#john_jessop_harvey_1892> },hasBrother,TRUE,3,3,1hop-family-tree_alice_harvey_1895-alice_harvey_1895-hasBrother,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_henry_harvey> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elma_harvey_1903> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_jessop_harvey_1892> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_james_jessop_1836-james_jessop_1836-isFatherOf-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> },isFatherOf,TRUE,1,3,1hop-family-tree_james_jessop_1836-james_jessop_1836-isFatherOf,9.0,,9.0_nan,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_jessop_1836> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#hilda_harvey_1890> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_john_henry_harvey-john_henry_harvey-isSiblingOf-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_henry_harvey> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#john_henry_harvey> },isSiblingOf,TRUE,3,3,1hop-family-tree_john_henry_harvey-john_henry_harvey-isSiblingOf,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ethel_harvey_1888> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#martha_cotton_1832> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,13,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#alice_harvey_1895> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,9.0,1.0,9.0_1.0,train
1hop-family-tree_walter_whitfield_1863-walter_whitfield_1863-hasRelation-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#walter_whitfield_1863> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_whitfield_1865> },hasRelation,TRUE,3,3,1hop-family-tree_walter_whitfield_1863-walter_whitfield_1863-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_walter_whitfield_1863-walter_whitfield_1863-hasRelation-MC,family-tree,173,34,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#walter_whitfield_1863> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,alice_whitfield_1859; ann_norton_1799; annie_whitfield; clarence_john_heath_1896; daisy_harriet_heath_1889; edward_young_1795; edward_young_1821; florelle_nenuphar_heath_1880; george_whitfield_1865; harriet_ann_whitfield_1850; harriet_ann_young_1825; harriet_whitefield_1861; harry_whitfield_1854; henry_young_1831; iris_maud_gertrude_heath_1901; ivy_grace_heath_1894; james_whitfield_1792; james_whitfield_1821; james_whitfield_1848; james_young_1836; john_young_1827; lemuel_frederic_heath_1891; louisa_whitfield_1857; robert_whitfield_1813; samuel_young_1829; sarah_jewell_1790; sydney_victor_heath_1899; violet_heath_1887; walter_whitfield_1863; william_alfred_heath_1885; william_whitfield_1852; william_young_1823,3,3,1hop-family-tree_walter_whitfield_1863-walter_whitfield_1863-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_sarah_jewell_1790-sarah_jewell_1790-hasRelation-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_jewell_1790> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#samuel_young_1829> },hasRelation,TRUE,3,3,1hop-family-tree_sarah_jewell_1790-sarah_jewell_1790-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_sarah_jewell_1790-sarah_jewell_1790-hasRelation-MC,family-tree,173,34,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#sarah_jewell_1790> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,alice_whitfield_1859; ann_norton_1799; annie_whitfield; clarence_john_heath_1896; daisy_harriet_heath_1889; edward_young_1795; edward_young_1821; florelle_nenuphar_heath_1880; george_whitfield_1865; harriet_ann_whitfield_1850; harriet_ann_young_1825; harriet_whitefield_1861; harry_whitfield_1854; henry_young_1831; iris_maud_gertrude_heath_1901; ivy_grace_heath_1894; james_whitfield_1792; james_whitfield_1821; james_whitfield_1848; james_young_1836; john_young_1827; lemuel_frederic_heath_1891; louisa_whitfield_1857; robert_whitfield_1813; samuel_young_1829; sarah_jewell_1790; sydney_victor_heath_1899; violet_heath_1887; walter_whitfield_1863; william_alfred_heath_1885; william_whitfield_1852; william_young_1823,3,3,1hop-family-tree_sarah_jewell_1790-sarah_jewell_1790-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_walter_whitfield_1863-walter_whitfield_1863-hasRelation-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#walter_whitfield_1863> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edward_young_1821> },hasRelation,TRUE,3,3,1hop-family-tree_walter_whitfield_1863-walter_whitfield_1863-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_walter_whitfield_1863-walter_whitfield_1863-hasRelation-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#walter_whitfield_1863> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_whitfield_1821> },hasRelation,TRUE,3,3,1hop-family-tree_walter_whitfield_1863-walter_whitfield_1863-hasRelation,30.0,1.0,30.0_1.0,train
