Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Language,Question,gpt-4o-mini_response,deepseek-reasoner_response,llama-4-maverick_response,shortest_tag_complexity,longest_tag_complexity,deepseek-reasoner_response_precision,deepseek-reasoner_response_recall,deepseek-reasoner_response_f1,deepseek-reasoner_response_accuracy,deepseek-reasoner_response_missing,deepseek-reasoner_response_extra,deepseek-reasoner_response_correct,gpt-4o-mini_response_precision,gpt-4o-mini_response_recall,gpt-4o-mini_response_f1,gpt-4o-mini_response_accuracy,gpt-4o-mini_response_missing,gpt-4o-mini_response_extra,gpt-4o-mini_response_correct,llama-4-maverick_response_precision,llama-4-maverick_response_recall,llama-4-maverick_response_f1,llama-4-maverick_response_accuracy,llama-4-maverick_response_missing,llama-4-maverick_response_extra,llama-4-maverick_response_correct
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> },isSiblingOf,true,2,2,10,English,Are James Frank Hayden and Henry Edmund Bright siblings?,TRUE,TRUE,TRUE,3,8,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#nora_ada_bright_1899> },isSiblingOf,true,2,2,10,English,Are James Frank Hayden and Nora Ada Bright siblings?,TRUE,TRUE,TRUE,3,8,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> },isSiblingOf,true,2,2,10,English,Are James Frank Hayden and Frederick Herbert Bright siblings?,TRUE,FALSE,TRUE,3,8,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#william_george_bright_1901> },isSiblingOf,true,2,2,10,English,Are James Frank Hayden and William George Bright siblings?,TRUE,FALSE,TRUE,3,8,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#kathleen_minnie_bright_1904> },isSiblingOf,true,2,2,10,English,Are James Frank Hayden and Kathleen Minnie Bright siblings?,TRUE,TRUE,TRUE,3,8,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#charlotte_caroline_jane_bright_1894> },isSiblingOf,true,2,2,10,English,Are James Frank Hayden and Charlotte Caroline Jane Bright siblings?,TRUE,TRUE,TRUE,3,8,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-MC,Thing_charlotte_hewett_1863,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"nora_ada_bright_1899, frederick_herbert_bright_1889, henry_edmund_bright_1887, william_george_bright_1901, kathleen_minnie_bright_1904, leonard_john_bright_1890, charlotte_caroline_jane_bright_1894",2,2,10,English,Which individuals are siblings of James Frank Hayden?,charlotte_hewett_1863,"charlotte_caroline_jane_bright_1894, frederick_herbert_bright_1889, henry_edmund_bright_1887, kathleen_minnie_bright_1904, leonard_john_bright_1890, nora_ada_bright_1899, william_george_bright_1901","leonard_john_bright_1890, henry_edmund_bright_1887, frederick_herbert_bright_1889, william_george_bright_1901, nora_ada_bright_1899, kathleen_minnie_bright_1904, charlotte_caroline_jane_bright_1894",3,8,1.0,1.0,1.0,1.0,,,"william_george_bright_1901, henry_edmund_bright_1887, charlotte_caroline_jane_bright_1894, frederick_herbert_bright_1889, leonard_john_bright_1890, kathleen_minnie_bright_1904, nora_ada_bright_1899",0.0,0.0,0.0,0.0,"william_george_bright_1901, henry_edmund_bright_1887, frederick_herbert_bright_1889, charlotte_caroline_jane_bright_1894, leonard_john_bright_1890, kathleen_minnie_bright_1904, nora_ada_bright_1899",charlotte_hewett_1863,,1.0,1.0,1.0,1.0,,,"william_george_bright_1901, henry_edmund_bright_1887, frederick_herbert_bright_1889, charlotte_caroline_jane_bright_1894, leonard_john_bright_1890, kathleen_minnie_bright_1904, nora_ada_bright_1899"
1hop-Thing_christian_bright_1985-christian-isBloodrelationOf-BIN,Thing_christian_bright_1985,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christian_bright_1985> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#holly_bright_1983> },isBloodrelationOf,true,1,2,10,English,Is Christian Bright a blood relative of Holly Bright?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christian_bright_1985-christian-isBloodrelationOf-MC,Thing_christian_bright_1985,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#christian_bright_1985> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,holly_bright_1983,1,2,10,English,Who is a blood relative of Christian Bright?,"mark_bright_1956, holly_bright_1983","christian_bright_1985, mark_bright_1956, holly_bright_1983","mark_bright_1956, holly_bright_1983",2,4,0.3333333333333333,1.0,0.5,0.3333333333333333,,"christian_bright_1985, mark_bright_1956",holly_bright_1983,0.5,1.0,0.6666666666666666,0.5,,mark_bright_1956,holly_bright_1983,0.5,1.0,0.6666666666666666,0.5,,mark_bright_1956,holly_bright_1983
1hop-Thing_christopher_archer_1849-john-isFatherOf-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_archer_1804> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#christopher_archer_1849> },isFatherOf,true,1,1,1,English,Is John Archer the father of Christopher Archer?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-dorothy-isSisterOf-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#christopher_archer_1849> },isSisterOf,true,1,1,1,English,Is Dorothy Archer the sister of Christopher Archer?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-christopher-hasRelation-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_archer_1804> },hasRelation,true,1,2,6,English,Is there a relationship between Christopher Archer and John Archer?,TRUE,TRUE,TRUE,3,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-christopher-hasRelation-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#dorothy_archer_1845> },hasRelation,true,1,4,10,English,Is there a relationship between Christopher Archer and Dorothy Archer?,TRUE,TRUE,TRUE,2,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-christopher-hasRelation-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_archer_1849> },hasRelation,true,1,4,10,English,Is there a relationship between Christopher Archer and Thomas Archer?,TRUE,TRUE,TRUE,2,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-christopher-hasRelation-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_gray_1810> },hasRelation,true,1,2,6,English,Is there a relationship between Christopher Archer and Elizabeth Gray?,TRUE,TRUE,TRUE,3,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-john-isFatherOf-MC,Thing_christopher_archer_1849,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_archer_1804> <http://www.example.com/genealogy.owl#isFatherOf> ?object },isFatherOf,christopher_archer_1849,1,1,1,English,Who are the children of John Archer?,christopher_archer_1849,christopher_archer_1849,"christopher_archer_1849, thomas_archer_1849, dorothy_archer_1845",0,0,1.0,1.0,1.0,1.0,,,christopher_archer_1849,1.0,1.0,1.0,1.0,,,christopher_archer_1849,0.3333333333333333,1.0,0.5,0.3333333333333333,,"dorothy_archer_1845, thomas_archer_1849",christopher_archer_1849
1hop-Thing_christopher_archer_1849-christopher-hasRelation-MC,Thing_christopher_archer_1849,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"john_archer_1804, dorothy_archer_1845, elizabeth_gray_1810, thomas_archer_1849",1,3,8,English,Which individuals are related to Christopher Archer?,"thomas_archer_1849, dorothy_archer_1845, elizabeth_gray_1810, john_archer_1804","christopher_archer_1849, thomas_archer_1849, dorothy_archer_1845, elizabeth_gray_1810, john_archer_1804","dorothy_archer_1845, thomas_archer_1849, elizabeth_gray_1810, john_archer_1804",3,4,0.8,1.0,0.888888888888889,0.8,,christopher_archer_1849,"dorothy_archer_1845, elizabeth_gray_1810, john_archer_1804, thomas_archer_1849",1.0,1.0,1.0,1.0,,,"dorothy_archer_1845, elizabeth_gray_1810, john_archer_1804, thomas_archer_1849",1.0,1.0,1.0,1.0,,,"dorothy_archer_1845, elizabeth_gray_1810, john_archer_1804, thomas_archer_1849"
1hop-Thing_christopher_archer_1849-dorothy-isSisterOf-MC,Thing_christopher_archer_1849,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,christopher_archer_1849,1,1,1,English,Who is the sibling of Dorothy Archer?,christopher_archer_1849,christopher_archer_1849,"christopher_archer_1849, thomas_archer_1849",0,0,1.0,1.0,1.0,1.0,,,christopher_archer_1849,1.0,1.0,1.0,1.0,,,christopher_archer_1849,0.5,1.0,0.6666666666666666,0.5,,thomas_archer_1849,christopher_archer_1849
1hop-Thing_christopher_archer_1849-elizabeth-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_gray_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,English,Is Elizabeth Gray a person?,TRUE,FALSE,TRUE,0,0,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-dorothy-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,English,Is Dorothy Archer a person?,TRUE,TRUE,TRUE,7,7,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-elizabeth-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_gray_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,English,Is Elizabeth Gray a domain entity?,FALSE,FALSE,TRUE,7,7,0.0,0.0,0.0,0.0,true,false,,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-dorothy-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,English,Is Dorothy Archer a domain entity?,FALSE,TRUE,TRUE,7,7,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-elizabeth-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_gray_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },type,true,2,3,3,English,Is Elizabeth Gray a woman?,TRUE,FALSE,TRUE,1,1,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-dorothy-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },type,true,2,2,3,English,Is Dorothy Archer a woman?,TRUE,FALSE,TRUE,0,0,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_christopher_archer_1849-elizabeth-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_gray_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> },type,true,2,16,9,English,Is Elizabeth Gray considered an ancestor?,TRUE,TRUE,TRUE,16,16,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_clarence_john_heath_1896-florelle-hasBrother-BIN,Thing_clarence_john_heath_1896,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#clarence_john_heath_1896> },hasBrother,true,1,1,1,English,Does Florelle Nenuphar Heath have a brother named Clarence John Heath?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor-BIN,Thing_clarence_john_heath_1896,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#harriet_whitefield_1861> },hasAncestor,true,2,3,10,English,Does Clarence John Heath have Harriet Whitefield as an ancestor?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor-BIN,Thing_clarence_john_heath_1896,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#william_lock_jacobs_1861> },hasAncestor,true,1,3,10,English,Does Clarence John Heath have William Lock Jacobs as an ancestor?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_clarence_john_heath_1896-florelle-hasBrother-MC,Thing_clarence_john_heath_1896,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> <http://www.example.com/genealogy.owl#hasBrother> ?object },hasBrother,clarence_john_heath_1896,1,1,1,English,Which individuals are brothers of Florelle Nenuphar Heath?,clarence_john_heath_1896,clarence_john_heath_1896,clarence_john_heath_1896,0,0,1.0,1.0,1.0,1.0,,,clarence_john_heath_1896,1.0,1.0,1.0,1.0,,,clarence_john_heath_1896,1.0,1.0,1.0,1.0,,,clarence_john_heath_1896
1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor-MC,Thing_clarence_john_heath_1896,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"harriet_whitefield_1861, william_lock_jacobs_1861",2,3,10,English,Who are the ancestors of Clarence John Heath?,"harriet_whitefield_1861, william_lock_jacobs_1861","harriet_whitefield_1861, william_lock_jacobs_1861","harriet_whitefield_1861, william_lock_jacobs_1861, Ancestor",1,3,1.0,1.0,1.0,1.0,,,"harriet_whitefield_1861, william_lock_jacobs_1861",1.0,1.0,1.0,1.0,,,"harriet_whitefield_1861, william_lock_jacobs_1861",0.6666666666666666,1.0,0.8,0.6666666666666666,,ancestor,"harriet_whitefield_1861, william_lock_jacobs_1861"
1hop-Thing_clare_bright_1966-clare-isBloodrelationOf-BIN,Thing_clare_bright_1966,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clare_bright_1966> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_bright_1964> },isBloodrelationOf,true,1,2,10,English,Is Clare Bright a blood relative of James Bright?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_clare_bright_1966-clare-isBloodrelationOf-MC,Thing_clare_bright_1966,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#clare_bright_1966> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,james_bright_1964,1,2,10,English,Which individuals are blood relatives of Clare Bright?,"diana_pool, peter_william_bright_1941, james_bright_1964, alexander_ilych_brown_1988","diana_pool, peter_william_bright_1941, james_bright_1964","james_bright_1964, diana_pool, peter_william_bright_1941, alexander_ilych_brown_1988",2,4,0.3333333333333333,1.0,0.5,0.3333333333333333,,"diana_pool, peter_william_bright_1941",james_bright_1964,0.25,1.0,0.4,0.25,,"diana_pool, alexander_ilych_brown_1988, peter_william_bright_1941",james_bright_1964,0.25,1.0,0.4,0.25,,"diana_pool, alexander_ilych_brown_1988, peter_william_bright_1941",james_bright_1964
1hop-Thing_daisy_harriet_heath_1889-daisy-hasSister-BIN,Thing_daisy_harriet_heath_1889,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#daisy_harriet_heath_1889> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> },hasSister,true,2,2,10,English,Does Daisy Harriet Heath have a sister named Florelle Nenuphar Heath?,TRUE,TRUE,TRUE,1,1,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_daisy_harriet_heath_1889-daisy-hasSister-MC,Thing_daisy_harriet_heath_1889,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#daisy_harriet_heath_1889> <http://www.example.com/genealogy.owl#hasSister> ?object },hasSister,florelle_nenuphar_heath_1880,2,2,10,English,Who is the sister of Daisy Harriet Heath?,"florelle_nenuphar_heath_1880, violet_heath_1887","violet_heath_1887, florelle_nenuphar_heath_1880","florelle_nenuphar_heath_1880, violet_heath_1887",1,1,0.5,1.0,0.6666666666666666,0.5,,violet_heath_1887,florelle_nenuphar_heath_1880,0.5,1.0,0.6666666666666666,0.5,,violet_heath_1887,florelle_nenuphar_heath_1880,0.5,1.0,0.6666666666666666,0.5,,violet_heath_1887,florelle_nenuphar_heath_1880
1hop-Thing_daniel_grigg_hewett_1813--type-MC,Thing_daniel_grigg_hewett_1813,43,1,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#daniel_grigg_hewett_1813> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity, Man",2,2,8,English,What class or classes does Daniel Grigg Hewett belong to?,"Person, Man, Ancestor, Domain entity","Person, Man","Man, Person, Male, Ancestor, DomainEntity",7,7,1.0,0.6666666666666666,0.8,0.6666666666666666,domainentity,,"person, man",0.75,1.0,0.8571428571428571,0.75,,ancestor,"person, domainentity, man",0.6,1.0,0.7499999999999999,0.6,,"ancestor, male","person, domainentity, man"
1hop-Thing_daniel_grigg_hewett_1813--type-MC,Thing_daniel_grigg_hewett_1813,43,1,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#sarah_hewett_1815> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity",2,7,10,English,What class or classes does Sarah Hewett belong to?,"Female, Person",sarah_hewett_1815,"Person, Woman, Female, Ancestor, Domain entity",7,7,0.0,0.0,0.0,0.0,"person, domainentity",sarah_hewett_1815,,0.5,0.5,0.5,0.3333333333333333,domainentity,female,person,0.4,1.0,0.5714285714285715,0.4,,"female, ancestor, woman","person, domainentity"
