SPARQL_index,SPARQL_query,generated_question,language,answer_type,task_type,model,model_version,python_version,timestamp_request,response_time_sec,response_preview,success,temperature,max_tokens,top_p,presence_penalty,frequency_penalty
622,ASK WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#ian_bright_1959> },Is John Bright an ancestor of Ian Bright?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:35.007472,0.694,Is John Bright an ancestor of Ian Bright?,True,0.0,4096,1.0,0.0,0.0
623,ASK WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#ian_bright_1959> },Is John Bright the parent of Ian Bright?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:35.678790,0.569,Is John Bright the parent of Ian Bright?,True,0.0,4096,1.0,0.0,0.0
624,ASK WHERE { <http://www.example.com/genealogy.owl#ian_bright_1959> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#joyce_scutchings> },Does Ian Bright have Joyce Scutchings as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:36.459630,0.679,Does Ian Bright have Joyce Scutchings as a parent?,True,0.0,4096,1.0,0.0,0.0
625,ASK WHERE { <http://www.example.com/genealogy.owl#ian_bright_1959> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#john_bright_1930> },Does Ian Bright have John Bright as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:37.201785,0.642,Does Ian Bright have John Bright as a parent?,True,0.0,4096,1.0,0.0,0.0
626,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ian_bright_1959> <http://www.example.com/genealogy.owl#hasParent> ?object },Who is the parent of Ian Bright?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:37.987739,0.685,Who is the parent of Ian Bright?,True,0.0,4096,1.0,0.0,0.0
627,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.example.com/genealogy.owl#isParentOf> ?object },Who are the children of John Bright?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:38.555347,0.466,Who are the children of John Bright?,True,0.0,4096,1.0,0.0,0.0
628,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },Who are the descendants of John Bright?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:39.279727,0.624,Who are the descendants of John Bright?,True,0.0,4096,1.0,0.0,0.0
629,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> },Is there a relationship between Sarah Rever and Charlotte Ann Jessop?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:39.968520,0.588,Is there a relationship between Sarah Rever and Charlotte Ann Jessop?,True,0.0,4096,1.0,0.0,0.0
630,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#sarah_rever_1850> },Does Beatrice Rever have Sarah Rever as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:40.720394,0.651,Does Beatrice Rever have Sarah Rever as an ancestor?,True,0.0,4096,1.0,0.0,0.0
631,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> },Is there a relationship between Sarah Rever and Eileen Mary Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:41.588992,0.768,Is there a relationship between Sarah Rever and Eileen Mary Rever?,True,0.0,4096,1.0,0.0,0.0
632,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_jessop_1836> },Does Beatrice Rever have James Jessop as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:42.325900,0.635,Does Beatrice Rever have James Jessop as an ancestor?,True,0.0,4096,1.0,0.0,0.0
633,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charles_herbert_rever_1895> },Is there a relationship between Sarah Rever and Charles Herbert Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:43.279354,0.852,Is there a relationship between Sarah Rever and Charles Herbert Rever?,True,0.0,4096,1.0,0.0,0.0
634,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#elizabeth_frances_jessop_1869> },Does Beatrice Rever have Elizabeth Frances Jessop as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:43.985683,0.605,Does Beatrice Rever have Elizabeth Frances Jessop as an ancestor?,True,0.0,4096,1.0,0.0,0.0
635,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mabel_rever_1897> },Is there a relationship between Sarah Rever and Mabel Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:44.897315,0.81,Is there a relationship between Sarah Rever and Mabel Rever?,True,0.0,4096,1.0,0.0,0.0
636,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#vera_elm_1931> },Is there a relationship between Sarah Rever and Vera Elm?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:45.605171,0.606,Is there a relationship between Sarah Rever and Vera Elm?,True,0.0,4096,1.0,0.0,0.0
637,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#william_rever_1870> },Does Beatrice Rever have William Rever as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:46.440507,0.735,Does Beatrice Rever have William Rever as an ancestor?,True,0.0,4096,1.0,0.0,0.0
638,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_jessop_1836> },Is there a relationship between Sarah Rever and James Jessop?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:46.973119,0.431,Is there a relationship between Sarah Rever and James Jessop?,True,0.0,4096,1.0,0.0,0.0
639,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#martha_cotton_1832> },Does Beatrice Rever have Martha Cotton as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:47.681808,0.608,Does Beatrice Rever have Martha Cotton as an ancestor?,True,0.0,4096,1.0,0.0,0.0
640,ASK WHERE { <http://www.example.com/genealogy.owl#rose_evlyn_rever_1906> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#william_rever_1870> },Is William Rever the father of Rose Evelyn Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:48.470939,0.688,Is William Rever the father of Rose Evelyn Rever?,True,0.0,4096,1.0,0.0,0.0
641,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_frances_jessop_1869> },Is there a relationship between Sarah Rever and Elizabeth Frances Jessop?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:49.253578,0.682,Is there a relationship between Sarah Rever and Elizabeth Frances Jessop?,True,0.0,4096,1.0,0.0,0.0
642,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#rose_evlyn_rever_1906> },Is there a relationship between Sarah Rever and Rose Evlyn Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:51.160545,1.806,Is there a relationship between Sarah Rever and Rose Evlyn Rever?,True,0.0,4096,1.0,0.0,0.0
643,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_rever_1870> },Is there a relationship between Sarah Rever and William Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:51.802029,0.54,Is there a relationship between Sarah Rever and William Rever?,True,0.0,4096,1.0,0.0,0.0
644,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_stanley_rever_1899> },Is there a relationship between Sarah Rever and William Stanley Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:52.637892,0.735,Is there a relationship between Sarah Rever and William Stanley Rever?,True,0.0,4096,1.0,0.0,0.0
645,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#vera_gertrude_rever_1904> },Is there a relationship between Sarah Rever and Vera Gertrude Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:53.398267,0.659,Is there a relationship between Sarah Rever and Vera Gertrude Rever?,True,0.0,4096,1.0,0.0,0.0
646,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> },Is there a relationship between Sarah Rever and Patricia Ann Kingswood?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:54.287664,0.788,Is there a relationship between Sarah Rever and Patricia Ann Kingswood?,True,0.0,4096,1.0,0.0,0.0
647,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#martha_cotton_1832> },Does Sarah Rever have a relation to Martha Cotton?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:55.006209,0.618,Does Sarah Rever have a relation to Martha Cotton?,True,0.0,4096,1.0,0.0,0.0
648,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> },Is there a relationship between Sarah Rever and Margaret Grace Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:55.834230,0.726,Is there a relationship between Sarah Rever and Margaret Grace Rever?,True,0.0,4096,1.0,0.0,0.0
649,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> },Is there a relationship between Mabel Rever and Charlotte Ann Jessop?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:56.505549,0.571,Is there a relationship between Mabel Rever and Charlotte Ann Jessop?,True,0.0,4096,1.0,0.0,0.0
650,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_rever_1850> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#beatrice_rever_1901> },Is there a relationship between Sarah Rever and Beatrice Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:57.487012,0.842,Is there a relationship between Sarah Rever and Beatrice Rever?,True,0.0,4096,1.0,0.0,0.0
651,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> },Is there a relationship between Mabel Rever and Eileen Mary Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:58.030051,0.442,Is there a relationship between Mabel Rever and Eileen Mary Rever?,True,0.0,4096,1.0,0.0,0.0
652,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charles_herbert_rever_1895> },Is Mabel Rever related to Charles Herbert Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:58.705626,0.574,Is Mabel Rever related to Charles Herbert Rever?,True,0.0,4096,1.0,0.0,0.0
653,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#vera_elm_1931> },Is there a relationship between Mabel Rever and Vera Elm?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:59.455747,0.65,Is there a relationship between Mabel Rever and Vera Elm?,True,0.0,4096,1.0,0.0,0.0
654,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_jessop_1836> },Is Mabel Rever related to James Jessop?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:00.158867,0.602,Is Mabel Rever related to James Jessop?,True,0.0,4096,1.0,0.0,0.0
655,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_frances_jessop_1869> },Is there a relationship between Mabel Rever and Elizabeth Frances Jessop?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:00.828580,0.569,Is there a relationship between Mabel Rever and Elizabeth Frances Jessop?,True,0.0,4096,1.0,0.0,0.0
656,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#rose_evlyn_rever_1906> },Is there a relationship between Mabel Rever and Rose Evlyn Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:01.797283,0.866,Is there a relationship between Mabel Rever and Rose Evlyn Rever?,True,0.0,4096,1.0,0.0,0.0
657,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_rever_1870> },Is Mabel Rever related to William Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:02.546458,0.648,Is Mabel Rever related to William Rever?,True,0.0,4096,1.0,0.0,0.0
658,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1832> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#elizabeth_frances_jessop_1869> },Is Martha Cotton the mother of Elizabeth Frances Jessop?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:03.201756,0.553,Is Martha Cotton the mother of Elizabeth Frances Jessop?,True,0.0,4096,1.0,0.0,0.0
659,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_stanley_rever_1899> },Is there a relationship between Mabel Rever and William Stanley Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:04.207998,0.905,Is there a relationship between Mabel Rever and William Stanley Rever?,True,0.0,4096,1.0,0.0,0.0
660,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_rever_1850> },Is Mabel Rever related to Sarah Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:04.789076,0.48,Is Mabel Rever related to Sarah Rever?,True,0.0,4096,1.0,0.0,0.0
661,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#vera_gertrude_rever_1904> },Is there a relationship between Mabel Rever and Vera Gertrude Rever?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:05.620881,0.731,Is there a relationship between Mabel Rever and Vera Gertrude Rever?,True,0.0,4096,1.0,0.0,0.0
662,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> },Is there a relationship between Mabel Rever and Patricia Ann Kingswood?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:06.356456,0.633,Is there a relationship between Mabel Rever and Patricia Ann Kingswood?,True,0.0,4096,1.0,0.0,0.0
663,ASK WHERE { <http://www.example.com/genealogy.owl#mabel_rever_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#martha_cotton_1832> },Is there a relationship between Mabel Rever and Martha Cotton?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:06:07.089697,0.633,Is there a relationship between Mabel Rever and Martha Cotton?,True,0.0,4096,1.0,0.0,0.0
